Squad,Product,ID,Event Name,screen_figma,screen_analytics,object,country,Estado Unificado,Acción Sugerida,Eventos,Fila GA4,Fila FE,Archivo FE,Use Case,Business Question
Rogers,FIC,AMP-6-0022,cash_in,FIC_TransactionResult_ACH_CO,CashIn_Completed,button_text_clicked,CO,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Queremos saber cual es el comportamiento de los usarios o clientes sobre el flujo de cash inen FIC para mejorar la conversion y el engagement cashin,"¿Cual es la conversion desde el boton de inversion en el dashboard y cual es la conversion desde detalle de meta?, ¿Cuantas personas y sessiones estan llegando a cada pantalla del flujo de cashin?, ¿Cuanto tiempo esta pasando end to end en el flujo (min)?, ¿Cada cuanto tiempo estan entrando al flujo de cashin (dias)?"
Rogers,TRANSVERSAL,AMP-6-0023,product_selection,Onboarding_ProductOffer_CO,ProductOffer_Selection,screen,CO,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,¿Cuantas personas seleccionan un producto de forma satisfactoria?
Rogers,TRANSVERSAL,AMP-1-0002,product_selection,Onboarding_CDTModal,product selected,action_button_clicked,co,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,31367,Fila 122,,,,"¿Cuantas personas seleccionan un producto de forma satisfactoria?, ¿Cuantas personas crean un perfil de forma satisfactoria?"
Rogers,TRANSVERSAL,AMP-1-0003,product_selection,Onboarding_FPVModal,product selected,action_button_clicked,co,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,14568,Fila 174,,,,¿Cuantas personas seleccionan un producto de forma satisfactoria?
Rogers,FIC,AMP-6-0025,product,FIC_SelectFund_CO,FIC_Fund_Selected,button_text_clicked,CO,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,"Buscamos entender el comportamiento de los usuarios al momento de crear un Fondo de Inversion Colectiva, que preferencias tienen y cuál es la conversión del flujo de creación de producto","¿Cuántas personas se quedan sin seleccionar un fondo?, ¿Cada cuanto en promedio las personas estan entrando al flujo de creación de SQI y metas(dias)?"
Rogers,FIC,AMP-6-0026,product,FIC_SelectFundModal_CO,FIC_Fund_Selected,button_text_clicked,CO,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,"Buscamos entender el comportamiento de los usuarios al momento de crear un Fondo de Inversion Colectiva, que preferencias tienen y cuál es la conversión del flujo de creación de producto","¿Cuántas personas se quedan sin seleccionar un fondo?, ¿Cada cuanto en promedio las personas estan entrando al flujo de creación de SQI y metas(dias)?"
Rogers,FIC,AMP-6-0027,product,FIC_SelectFund_CO,Fund_Selected_Detail,button_text_clicked,CO,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,"Buscamos entender el comportamiento de los usuarios al momento de crear un Fondo de Inversion Colectiva, que preferencias tienen y cuál es la conversión del flujo de creación de producto","¿Cuántas personas se quedan sin seleccionar un fondo?, ¿Cada cuanto en promedio las personas estan entrando al flujo de creación de SQI y metas(dias)?, ¿Cuantas personas miran el detalle del fondo antes de seleccionarlo?"
Rogers,FIC,AMP-1-0007,product,"FIC_GoalCreated, ",product created,button_clicked,co y cl,🟢 VIVO (Exacto) (⚠️ Colisión),Mantener,74296,Fila 91,Fila 16,packages/features/core/fic/module/lib/core/attribution/events.dart,,¿Cuantas personas adquieren un producto de forma satisfactoria?
Rogers,FIC,AMP-6-0028,product,FIC_SimulatorBottonSheetModal_CO,FIC_Simulation_accepted,button_text_clicked,"CO, CL, PE",🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,"Buscamos entender el comportamiento de los usuarios al momento de crear un Fondo de Inversion Colectiva, que preferencias tienen y cuál es la conversión del flujo de creación de producto","¿Cuántas personas se quedan sin seleccionar un fondo?, ¿Cada cuanto en promedio las personas estan entrando al flujo de creación de SQI y metas(dias)?"
Rogers,FIC,AMP-6-0029,product,FIC_ProductSummary_CO,FIC_Summary_CO,button_text_clicked,"CO, CL, PE",🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,"Buscamos entender el comportamiento de los usuarios al momento de crear un Fondo de Inversion Colectiva, que preferencias tienen y cuál es la conversión del flujo de creación de producto","¿Cuántas personas se quedan sin seleccionar un fondo?, ¿Cada cuanto en promedio las personas estan entrando al flujo de creación de SQI y metas(dias)?"
Rogers,FIC,AMP-6-0030,product,FIC_ProductSummary_CO,FIC_Summary_CO,button_text_clicked,CO,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,"Buscamos entender el comportamiento de los usuarios al momento de crear un Fondo de Inversion Colectiva, que preferencias tienen y cuál es la conversión del flujo de creación de producto","¿Cuántas personas se quedan sin seleccionar un fondo?, ¿Cada cuanto en promedio las personas estan entrando al flujo de creación de SQI y metas(dias)?"
Rogers,CDT,AMP-6-0031,cash_in,CDTCashin_Complete_CO,Cashin_CDT_PSE,button_text_clicked,CO,🟢 VIVO (Exacto),Mantener,644,Fila 343,Fila 216,packages/features/generic/cash_in/module/lib/core/attribution/events.dart,Se requiere evaluar si actualmente el funcionamiento del flujo de CDT (simulador) y el porcentaje de conversión desde simulador hasta cash-in,"¿Cual es la conversión en el proceso de simulación de meta para CDT? , ¿Cuál es el % de usuarios que reintenta el flujo de simulación de CDT desde el dashboard después de hacer un drop-off del flujo?, ¿Cual es el drop-off por pantalla del flujo del simulador y del resumen? , ¿Cuánto tiempo, en promedio, se tarda un usuario en simular su CDT?"
Rogers,CDT,AMP-6-0032,product,CDT_Summary_CO,CDT_Renew_Amount,button_text_clicked,CO,🟢 VIVO (Exacto),Mantener,3452,Fila 272,Fila 4,packages/features/core/cdt/module/lib/core/attribution/events.dart,Se requiere evaluar si actualmente el funcionamiento del flujo de CDT (simulador) y el porcentaje de conversión desde simulador hasta cash-in,"¿Cual es la conversión en el proceso de simulación de meta para CDT? , ¿Cuál es el % de usuarios que reintenta el flujo de simulación de CDT desde el dashboard después de hacer un drop-off del flujo?, ¿Cual es el drop-off por pantalla del flujo del simulador y del resumen? , ¿Cuánto tiempo, en promedio, se tarda un usuario en simular su CDT?"
Rogers,CDT,AMP-6-0033,product,CDT_SelectMethodRenovation_CO,CDT_Renew_term,button_text_clicked,CO,🟢 VIVO (Exacto),Mantener,2906,Fila 285,Fila 5,packages/features/core/cdt/module/lib/core/attribution/events.dart,Se requiere evaluar si actualmente el funcionamiento del flujo de CDT (simulador) y el porcentaje de conversión desde simulador hasta cash-in,"¿Cual es la conversión en el proceso de simulación de meta para CDT? , ¿Cuál es el % de usuarios que reintenta el flujo de simulación de CDT desde el dashboard después de hacer un drop-off del flujo?, ¿Cual es el drop-off por pantalla del flujo del simulador y del resumen? , ¿Cuánto tiempo, en promedio, se tarda un usuario en simular su CDT?"
Rogers,CDT,AMP-6-0034,product,CDT_SelectMethodCashIn_CO,CDT_Add_BankAccount,button_text_clicked,CO,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Se requiere evaluar si actualmente el funcionamiento del flujo de CDT (simulador) y el porcentaje de conversión desde simulador hasta cash-in,"¿Cual es la conversión en el proceso de simulación de meta para CDT? , ¿Cuál es el % de usuarios que reintenta el flujo de simulación de CDT desde el dashboard después de hacer un drop-off del flujo?, ¿Cual es el drop-off por pantalla del flujo del simulador y del resumen? , ¿Cuánto tiempo, en promedio, se tarda un usuario en simular su CDT?"
Rogers,CDT,AMP-6-0035,product,Cashin_DepositSucess_CO,CDT_GoTo_KYC,button_text_clicked,CO,🟢 VIVO (Parcial · object 74%),Mantener,8613,Fila 211,Fila 6,packages/features/core/cdt/module/lib/core/attribution/events.dart,Se requiere evaluar si actualmente el funcionamiento del flujo de CDT (simulador) y el porcentaje de conversión desde simulador hasta cash-in,"¿Cual es la conversión en el proceso de simulación de meta para CDT? , ¿Cuál es el % de usuarios que reintenta el flujo de simulación de CDT desde el dashboard después de hacer un drop-off del flujo?, ¿Cual es el drop-off por pantalla del flujo del simulador y del resumen? , ¿Cuánto tiempo, en promedio, se tarda un usuario en simular su CDT?"
Rogers,CDT,AMP-4-1-002,product,CDT_InvestSummary_CO,Product_Resume,button_text_clicked,CO,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Se requiere evaluar si actualmente el funcionamiento del flujo de CDT (simulador) y el porcentaje de conversión desde simulador hasta cash-in,¿Cual es el drop-off por pantalla del flujo del simulador y del resumen? 
Rogers,CDT,AMP-4-1-003,product,CDT_SelectMethodCashIn_CO,Product_Invested,next_button_clicked,CO,🟢 VIVO (Parcial · object 74%) (⚠️ Colisión),Mantener,10790,Fila 200,Fila 215,packages/features/generic/cash_in/module/lib/core/attribution/events.dart,Se requiere evaluar si actualmente el funcionamiento del flujo de CDT (simulador) y el porcentaje de conversión desde simulador hasta cash-in,¿Cual es el drop-off por pantalla del flujo del simulador y del resumen? 
Rogers,CDT,Diseño Link,cash_out,FICS_CashOut_AntiChurnMessage,Cashout_Intent_Decline,next_button_clicked,CO,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Se requiere evaluar si actualmente el funcionamiento del flujo de CDT (simulador) y el porcentaje de conversión desde simulador hasta cash-in,¿Cual es el drop-off por pantalla del flujo del simulador y del resumen? 
Rogers,TRANSVERSAL,AMP-6-0040,dashboard,Dashboard_Investment_Carrousel,Product_Selected,button_clicked,"CO, PE y CL",🟢 VIVO (Exacto),Mantener,3335704,Fila 3,Fila 347,packages/features/generic/dashboard/module/lib/core/attribution/events.dart,"Recopilar inormación sobre la experiencia del usuario, utilidad y uso del banner principal relacionado a movimientos, portafolio, historico y distribucion del mismo. Se busca medir el valor agregado hacia el cliente midiendo la frecuencia de uso, facilidad de uso, puntos de mejora y claridad de la herramienta",¿que porcentaje de personas que visitan la app revisan el detalle de sus productos?
Rogers,TRANSVERSAL,AMP-6-0041,dashboard,Portfolio_Default,Portfolio_Selected,button_clicked,CO  PE  CL,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,260034,Fila 13,,,"Recopilar inormación sobre la experiencia del usuario, utilidad y uso del banner principal relacionado a movimientos, portafolio, historico y distribucion del mismo. Se busca medir el valor agregado hacia el cliente midiendo la frecuencia de uso, facilidad de uso, puntos de mejora y claridad de la herramienta","¿cuantos usuarios hacen uso del banner en cuanto a ""movimientos"" y ""tu portafolio""?"
Rogers,TRANSVERSAL,AMP-6-0042,dashboard,Portfolio_Default,Module_Selected,button_clicked,CO  PE  CL,🟢 VIVO (Exacto),Mantener,30463,Fila 125,Fila 349,packages/features/generic/dashboard/module/lib/core/attribution/events.dart,,"del total de usuarios que acceden a la app, ¿que porcentaje revisa las diferentes secciones eduativas?"
Rogers,TRANSVERSAL,AMP-6-43,dashboard,Dashboard_Full,Product_Selected,button_clicked,CO  PE  CL,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,"Recopilar inormación sobre la experiencia del usuario, utilidad y uso del banner principal relacionado a movimientos, portafolio, historico y distribucion del mismo. Se busca medir el valor agregado hacia el cliente midiendo la frecuencia de uso, facilidad de uso, puntos de mejora y claridad de la herramienta",¿del total de clientes que ingresan a la app cuantos muestran intención en abrir un nuevo FIC?
Rogers,TRANSVERSAL,AMP-6-44,dashboard,Dashboard_Full,Investment_Selected,button_clicked,CO  PE  CL,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,"Recopilar inormación sobre la experiencia del usuario, utilidad y uso del banner principal relacionado a movimientos, portafolio, historico y distribucion del mismo. Se busca medir el valor agregado hacia el cliente midiendo la frecuencia de uso, facilidad de uso, puntos de mejora y claridad de la herramienta",¿cuantos usuarios dan como minimo la intención de crear una nueva inversión?
Rogers,TRANSVERSAL,AMP-6-45,dashboard,Dashboard_Full,Login_success,button_clicked,CO  PE  CL,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,"del total de usuarios que acceden a la app, ¿que porcentaje de clientes y con que frecuencia realizan movimientos dentro de sus productos y activos?"
Rogers,TRANSVERSAL,AMP-6-0046,dashboard,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,25962,Fila 132,,,,
Rogers,TRANSVERSAL,AMP-6-0047,dashboard,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,0,,,,,
Rogers,TRANSVERSAL,AMP-6-0048,dashboard,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,0,,,,,
Rogers,TRANSVERSAL,AMP-6-0049,dashboard,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,0,,,,,
Rogers,TRANSVERSAL,AMP-6-0050,dashboard,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,0,,,,,
Rogers,TRANSVERSAL,AMP-6-0051,dashboard,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,0,,,,,
Rogers,TRANSVERSAL,AMP-6-0052,dashboard,Novedades_Códigos promocionales_PE2,Tutorials_Selected,screen,"CO, PE, CL",🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,¿Cuantos clientes y con que frecuencia llegan a la sección tutorial de productos en la app?
Rogers,TRANSVERSAL,AMP-6-0050,dashboard,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,0,,,,,
Rogers,TRANSVERSAL,AMP-6-0053,JARVIS,Dashboard_PC,Assistant_Open,fab_button,"CO,PE,CL",🟢 VIVO (Exacto),Mantener,52603,Fila 84,Fila 312,packages/features/generic/commercial/app_cross/module/lib/core/attribution/chatbot_event.dart,"Buscamos identificar el impacto, facilidad de uso y frecuencia de uso de la iniciativa con la finalidad de disminuir tiempos el la busqueda de información, consulta de procesos y dudas en general",¿Que porcentaje de asesores exploran el asistente y con que frecuencia lo hacen?
Rogers,TRANSVERSAL,AMP-6-0054,JARVIS,Dashboard_PC,Message_Sent,button,"CO, PE, CL","🟠 EN CÓDIGO, NO DISPARA",Revisar trigger en código,0,,Fila 315,packages/features/generic/commercial/app_cross/typing/lib/events/attribution.dart,"Buscamos identificar el impacto, facilidad de uso y frecuencia de uso de la iniciativa con la finalidad de disminuir tiempos el la busqueda de información, consulta de procesos y dudas en general",¿Cuantas consultas se hacen al asistente y con que frecuencia?
Rogers,TRANSVERSAL,AMP-6-0057,dashboard,Dashboard_Investment_Carrousel,Investment_View,switch_clicked,"CO, PE, CL",🟢 VIVO (Exacto) (⚠️ Colisión),Mantener,97246,Fila 45,Fila 361,packages/features/generic/dashboard/module/lib/core/attribution/events.dart,,¿Cuantos clientes y con que frecuencia revisan su saldo en pesos y dolares de sus productos en la app?
Rogers,CDT,AMP-6-0058,cash_in,,CashIn_Abort,action_button,CO,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,"Queremos entender el comportamiento de los usuarios en el flujo de cash in, identificando la cantidad de clientes que abandonan la intención de inversión y su frecuencia","¿Cuantos usuarios confirman la ""salida del cash in"" justo antes de iniciar la transferencia?"
Rogers,TRANSVERSAL,AMP-6-0059,dashboard,Home_CO_Mobile,Banner_Selected,banner,"CO, PE, CL",🟢 VIVO (Exacto),Mantener,26594,Fila 131,Fila 340,packages/features/generic/dashboard/module/lib/core/attribution/events.dart,Buscamos conocer el total de clientes que estan haciendo uso de los banner al ingresas en la app,¿cuantos usuarios estan haciendo uso de los banners informativos dentro de la app?
Rogers,TRANSVERSAL,AMP-6-0060,dashboard,Home_CO_Mobile,Banner_Caceled,banner,"CO, PE, CL",🟢 VIVO (Exacto),Mantener,154332,Fila 31,Fila 341,packages/features/generic/dashboard/module/lib/core/attribution/events.dart,Buscamos conocer el total de clientes que estan haciendo uso de los banner al ingresas en la app,¿cuantos usuarios estan haciendo uso de los banners informativos dentro de la app?
Rogers,TRANSVERSAL,AMP-6-0061,dashboard,Portfolio_CO_Mobile_HistoricalGraph,Detail_Selected,button_clicked,"CO, PE, CL","🟠 EN CÓDIGO, NO DISPARA",Revisar trigger en código,0,,Fila 358,packages/features/generic/dashboard/module/lib/core/attribution/events.dart,Queremos entender cuantos clientes estan interactuando con las funcionalidades de detalle sobre cada uno de sus roductos dentro de la app,¿Cuantos usuarios estan entrando a revisar el detalle de cada uno de sus productos?
Rogers,TRANSVERSAL,AMP-6-0062,dashboard,Portfolio_CO_Mobile_HistoricalGraph,Temporality_Selected,button_clicked,"CO, PE, CL",🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Queremos entender cuantos clientes estan interactuando con las funcionalidades de detalle sobre cada uno de sus roductos dentro de la app,¿Cuantos usuarios estan entrando a revisar el detalle de cada uno de sus productos?
Rogers,TRANSVERSAL,AMP-6-0063,dashboard,Portfolio_CO_Mobile_HistoricalGraph,Temporality_Selected,button_clicked,"CO, PE, CL","🟠 EN CÓDIGO, NO DISPARA",Revisar trigger en código,0,,Fila 359,packages/features/generic/dashboard/module/lib/core/attribution/events.dart,Queremos entender cuantos clientes estan interactuando con las funcionalidades de detalle sobre cada uno de sus roductos dentro de la app,¿Cuantos usuarios estan entrando a revisar el detalle de cada uno de sus productos?
Stark,FIC,AMP-11-0001,Transfer,Transfer_TransferOptions_PRO,Transfer_Partial,action_button,CO,🟢 VIVO (Exacto),Mantener,342,Fila 364,Fila 427,packages/features/generic/transfers/typing/lib/events/attribution.dart,,¿Cuántos usuarios muestran intención de mover solo una parte de su inversión hacia otros fondos/encargo?
Stark,FIC,AMP-11-0002,Transfer,Transfer_TransferOptions_PRO,Transfer_Total,action_button,CO,🟢 VIVO (Exacto),Mantener,92,Fila 411,Fila 428,packages/features/generic/transfers/typing/lib/events/attribution.dart,,¿Cuántos usuarios muestran intención de trasladar la totalidad de su inversión hacia otro fondo/encargo?
Stark,FIC,AMP-11-0003,Transfer,Cancel_Confirmation_Screen,Transfer_Cancel,action_button,CO,🟢 VIVO (Exacto),Mantener,78,Fila 416,Fila 429,packages/features/generic/transfers/typing/lib/events/attribution.dart,,Cuál es la tasa de caída (drop-off) en cada etapa del flujo de traslado?
Stark,FIC,AMP-11-0004,Transfer,PartialTransfer_DistributeMoney_PRO,Transfer_Selected,standard_list_item,CO,🟢 VIVO (Exacto),Mantener,122,Fila 403,Fila 430,packages/features/generic/transfers/typing/lib/events/attribution.dart,,¿Cuál es la tasa de interacción con los elementos informativos desplegables en el flujo de traslados?
Stark,FIC,AMP-11-0005,Transfer,PartialTransfer_DistributeMoney_PRO,Transfer_New,action_button,CO,🟢 VIVO (Exacto),Mantener,172,Fila 387,Fila 431,packages/features/generic/transfers/typing/lib/events/attribution.dart,,¿Qué porcentaje de traslados parciales/totales derivan en la apertura de un nuevo producto de inversión?
Stark,FIC,AMP-11-0006,Transfer,Transfer_verification_PRO,Edit_Verification,action_button,CO,🟢 VIVO (Exacto),Mantener,6,Fila 469,Fila 432,packages/features/generic/transfers/typing/lib/events/attribution.dart,,¿Cuántos usuarios manifiestan una intención de corrección o cambio en su solicitud de traslado durante la etapa de verificación?
Stark,FIC,AMP-11-0007,Transfer,TransactionResult_PRO,Transfer_Finish,action_button,CO,🟢 VIVO (Exacto),Mantener,181,Fila 384,Fila 433,packages/features/generic/transfers/typing/lib/events/attribution.dart,,¿Cuál es la tasa de finalización efectiva (Completion Rate) del proceso de traslado parcial/total desde el inicio del flujo hasta el botón final?
Stark,FIC,AMP-11-0008,cash_in,FIC_SelectMethodCashIn_PRO,CashIn_GMF,action_button,CO,🟢 VIVO (Exacto),Mantener,16,Fila 447,Fila 267,packages/features/generic/cash_in/module/lib/core/attribution/pro_fic_cash_in_event.dart,,"¿Cuál es la tasa de clics (CTR) en la opción ""Inversión sin 4x1.000"" comparada con la tasa de finalización del proceso (considerando que requiere firma y entrega de documentos)?"
Stark,FIC,AMP-11-0009,cash_in,CI_4Xmil,GMF_Method,standard_list_item,CO,🟢 VIVO (Divergente · object 17%),Mantener,18,Fila 445,Fila 268,packages/features/generic/cash_in/module/lib/core/attribution/pro_fic_cash_in_event.dart,,"¿Qué porcentaje de los usuarios despliega los acordeones de los fondos dispersores para consultar los bancos habilitados antes de presionar ""Continuar""?"
Stark,FIC,AMP-11-0010,cash_in,CI_ModalExit,CashIn_Cancel,action_button,CO,🟢 VIVO (Exacto),Mantener,47,Fila 432,Fila 269,packages/features/generic/cash_in/module/lib/core/attribution/pro_fic_cash_in_event.dart,,"¿Cuál es la tasa de abandono real (clic en ""Salir"") frente a la tasa de recuperación (clic en ""Continuar"") una vez que el usuario interactúa con este modal?"
Stark,FIC,AMP-11-0011,cash_in,CI_TransactionResult_Pending,CashIn_Confirm,action_button,CO,🟢 VIVO (Exacto),Mantener,140,Fila 395,Fila 270,packages/features/generic/cash_in/module/lib/core/attribution/pro_fic_cash_in_event.dart,,¿Cuál es la distribución de los CI según el método de pago seleccionado (Saldo Disponible vs. Exento de 4x1.000) y qué tasa de finalización exitosa presenta cada uno frente al abandono en el proceso?
Stark,FIC,AMP-11-0012,,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,0,,,,,
Stark,FIC,AMP-11-0013,cash_in,CI_NewInvestment,Investment_Amount,action_button,CO,🟢 VIVO (Exacto),Mantener,87,Fila 414,Fila 271,packages/features/generic/cash_in/module/lib/core/attribution/pro_fic_cash_in_event.dart,,¿Cuál es la frecuencia de uso de los montos sugeridos frente al ingreso de valores manuales al realizar un CI?
Stark,FIC,AMP-11-0014,cash_out,CO_ Productdetail_PRO,,icon_button,CO,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,¿Cuál es la fuente de tráfico predominante para el inicio del flujo de retiro: el acceso directo del dashboard principal o el botón contextual dentro de esta pantalla de detalle del fondo?
Stark,FIC,AMP-11-0015,cash_out,CO_ Productdetail_PRO,,action_tabs,CO,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,"¿Cuál es la distribución porcentual de visualizaciones entre las pestañas de Resumen, Fondo y Movimientos dentro de la pantalla de detalle del fondo?"
Stark,FIC,AMP-11-0016,cash_out,CO_ Productdetail_PRO,,icon_button,CO,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,¿Cuál es la tasa de conversión de clics (CTR) en el botón de 'más opciones' (tres puntos) y qué porcentaje de esos clics resultan en la selección efectiva de una funcionalidad dentro del menú?
Stark,FIC,AMP-11-0017,cash_out,CO_ModalCancelOperation_PRO,,action_button,CO,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,"¿Qué porcentaje de usuarios logramos recuperar mediante la opción 'Si, cancelar' frente a aquellos que regresan al flujo de CO 'Volver'?"""
Stark,FIC,AMP-11-0018,cash_out,CO_Summary_PRO,,standard_list_item,CO,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,¿Qué porcentaje de los usuarios utiliza el selector de 'Cuenta bancaria' para cambiar el destino de los fondos en este último paso?
Stark,FIC,AMP-11-0019,cash_out,CO_SelectProductPickUp,,standard_list_item,CO,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,"¿Qué porcentaje de los usuarios selecciona el componente de FICs como fuente de retiro frente a productos percibidos como ""menos líquidos"" o de mayor complejidad (Pensiones Voluntarias o Acciones Internacionales)?"
Thor,TRANSVERSAL,AMP-9-0001,cash_in,Dashboard_NewUser,Cash in Entered,button_text_clicked,CL,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,62966,Fila 67,,,Queremos saber cual es el comportamiento de los usarios o clientes sobre el flujo de cash in para mejorar la conversion y el engagent cashin,¿Cual es la conversion desde el boton de inversion en el dashboard y cual es la conversion desde detalle de meta?
Thor,TRANSVERSAL,AMP-9-0002,cash_in, Dashboard,Cash in Entered,button_text_clicked,CL,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,199629,Fila 23,,,Queremos saber cual es el comportamiento de los usarios o clientes sobre el flujo de cash in para mejorar la conversion y el engagent cashin,"¿Cual es la conversion desde el boton de inversion en el dashboard y cual es la conversion desde detalle de meta?, ¿Cuantas personas y sessiones estan llegando a cada pantalla del flujo de cashin?, ¿Cuanto tiempo esta pasando end to end en el flujo (min)?, ¿Cada cuanto tiempo estan entrando al flujo de cashin (dias)?"
Thor,FFMM-CL,AMP-9-0003,cash_in,Cashin_InvestMultipleGoals,Cash in amount entered,button_text_clicked,CL,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,1,Fila 483,,,Queremos saber cual es el comportamiento de los usarios o clientes sobre el flujo de cash in para mejorar la conversion y el engagent cashin,"¿Cuantas personas y sessiones estan llegando a cada pantalla del flujo de cashin?, ¿Cuanto dinero se deja de recibir por dropoff en el flujo?, ¿Cada cuanto tiempo estan entrando al flujo de cashin (dias)?"
Thor,FFMM-CL,AMP-9-0004,cash_in, Cashin_Invest,Cash in amount entered,button_text_clicked,CL,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,151,Fila 393,,,Queremos saber cual es el comportamiento de los usarios o clientes sobre el flujo de cash in para mejorar la conversion y el engagent cashin,"¿Cuantas personas y sessiones estan llegando a cada pantalla del flujo de cashin?, ¿Cuanto dinero se deja de recibir por dropoff en el flujo?, ¿Cada cuanto tiempo estan entrando al flujo de cashin (dias)?"
Thor,FFMM-CL,AMP-9-0005,cash_in,Cashin_AddBank,Cash in bank selected,button_text_clicked,CL,"🟠 EN CÓDIGO, NO DISPARA",Revisar trigger en código,0,,Fila 403,packages/features/generic/payments/module/lib/core/attribution/events.dart,Queremos saber cual es el comportamiento de los usarios o clientes sobre el flujo de cash in para mejorar la conversion y el engagent cashin,¿Cuantas personas y sessiones estan llegando a cada pantalla del flujo de cashin?
Thor,FFMM-CL,AMP-9-0006,cash_in,  Cashin_SummaryInvestmentFFMM,Cash_in_summary_Accepted,button_text_clicked,CL,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Queremos saber cual es el comportamiento de los usarios o clientes sobre el flujo de cash in para mejorar la conversion y el engagent cashin,¿Cuantas personas y sessiones estan llegando a cada pantalla del flujo de cashin?
Thor,FFMM-CL,AMP-9-0007,cash_in,Cashin_InvestmentInProcessEngagedCI,Cash in completed,button_text_clicked,CL,"🟠 EN CÓDIGO, NO DISPARA",Revisar trigger en código,0,,Fila 213,packages/features/generic/cash_in/module/lib/core/attribution/events.dart,Queremos saber cual es el comportamiento de los usarios o clientes sobre el flujo de cash in para mejorar la conversion y el engagent cashin,"¿Cual es la conversion desde el boton de inversion en el dashboard y cual es la conversion desde detalle de meta?, ¿Cuantas personas y sessiones estan llegando a cada pantalla del flujo de cashin?, ¿Cuanto tiempo esta pasando end to end en el flujo (min)?, ¿Cada cuanto tiempo estan entrando al flujo de cashin (dias)?"
Thor,TRANSVERSAL,AMP-9-0008,product,Onboarding_ProductOffer, Product Vitrina Selection,action_button_clicked,"Cl,CO,PE",🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,"Queremos saber como es el comportamiento de las personas en el flujo de seleccione de producto(SQI por ahora) para aumentar la conversion de este paso y asi aumentar la conversion general hacia el cashin





",¿Cuántas personas se quedan sin seleccionar un fondo?
Thor,TRANSVERSAL,AMP-9-0009,product,Onboarding_ProductOfferBenefitsFFMM,Product Benefits,action_button_clicked,"CL, PE, CO",🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,"Queremos saber como es el comportamiento de las personas en el flujo de seleccione de producto(SQI por ahora) para aumentar la conversion de este paso y asi aumentar la conversion general hacia el cashin





",¿Cuántas personas se quedan sin seleccionar un fondo?
